,home_team,away_team,winning_team,Unnamed: 0_x,home_ranking,Unnamed: 0_y,away_ranking
6808,Croatia,Mexico,Croatia,19.0,20.0,14.0,15.0
6809,Korea Republic,Egypt,Draw,56.0,57.0,44.0,45.0
6810,Colombia,Peru,Draw,15.0,16.0,10.0,11.0
6811,Egypt,Mexico,Mexico,44.0,45.0,14.0,15.0
6812,Saudi Arabia,Jordan,Saudi Arabia,66.0,67.0,109.0,110.0
6813,Korea Republic,Croatia,Draw,56.0,57.0,19.0,20.0
6814,Senegal,Burundi,Senegal,26.0,27.0,147.0,148.0
6815,Saudi Arabia,Jordan,Saudi Arabia,66.0,67.0,109.0,110.0
6816,Peru,Venezuela,Peru,10.0,11.0,32.0,33.0
6817,Argentina,Lithuania,Draw,4.0,5.0,125.0,126.0
6818,Brazil,Latvia,Brazil,1.0,2.0,128.0,129.0
6819,Peru,Japan,Peru,10.0,11.0,60.0,61.0
6820,Brazil,Venezuela,Brazil,1.0,2.0,32.0,33.0
6821,Argentina,Ecuador,Argentina,4.0,5.0,59.0,60.0
6822,Uruguay,Colombia,Colombia,13.0,14.0,15.0,16.0
6823,Peru,Bolivia,Peru,10.0,11.0,58.0,59.0
6824,Brazil,Mexico,Brazil,1.0,2.0,14.0,15.0
6825,Argentina,Colombia,Colombia,4.0,5.0,15.0,16.0
6826,Uruguay,Ecuador,Uruguay,13.0,14.0,59.0,60.0
6827,Brazil,Chile,Brazil,1.0,2.0,8.0,9.0
6828,Mexico,Venezuela,Mexico,14.0,15.0,32.0,33.0
6829,Colombia,Ecuador,Colombia,15.0,16.0,59.0,60.0
6830,Uruguay,Argentina,Argentina,13.0,14.0,4.0,5.0
6831,Egypt,New Zealand,Draw,44.0,45.0,119.0,120.0
6832,Mexico,Peru,Draw,14.0,15.0,10.0,11.0
6833,Brazil,Argentina,Brazil,1.0,2.0,4.0,5.0
6834,Uruguay,Chile,Draw,13.0,14.0,8.0,9.0
6835,Mexico,Brazil,Brazil,14.0,15.0,1.0,2.0
6836,Egypt,New Zealand,Egypt,44.0,45.0,119.0,120.0
6837,Costa Rica,Saudi Arabia,Costa Rica,22.0,23.0,66.0,67.0
6838,Brazil,Uruguay,Brazil,1.0,2.0,13.0,14.0
6839,Senegal,Eritrea,Senegal,26.0,27.0,208.0,209.0
6840,Brazil,Germany,Brazil,1.0,2.0,0.0,1.0
6841,Mexico,Saudi Arabia,Mexico,14.0,15.0,66.0,67.0
6842,Mexico,Egypt,Draw,14.0,15.0,44.0,45.0
6843,Saudi Arabia,Bolivia,Draw,66.0,67.0,58.0,59.0
6844,Brazil,United States,Brazil,1.0,2.0,24.0,25.0
6845,Germany,New Zealand,Germany,0.0,1.0,119.0,120.0
6846,Egypt,Saudi Arabia,Saudi Arabia,44.0,45.0,66.0,67.0
6847,Mexico,Bolivia,Mexico,14.0,15.0,58.0,59.0
6848,Brazil,Saudi Arabia,Brazil,1.0,2.0,66.0,67.0
6849,Mexico,United States,Mexico,14.0,15.0,24.0,25.0
6850,Mexico,Brazil,Mexico,14.0,15.0,1.0,2.0
6851,Senegal,Zimbabwe,Senegal,26.0,27.0,117.0,118.0
6852,Belgium,Finland,Finland,2.0,3.0,62.0,63.0
6853,Denmark,Netherlands,Draw,11.0,12.0,16.0,17.0
6854,Poland,Spain,Spain,7.0,8.0,9.0,10.0
6855,Portugal,Andorra,Portugal,3.0,4.0,130.0,131.0
6856,Serbia,Croatia,Draw,33.0,34.0,19.0,20.0
6857,Sweden,Austria,Draw,23.0,24.0,25.0,26.0
6858,Uruguay,Costa Rica,Uruguay,13.0,14.0,22.0,23.0
6859,Croatia,Malta,Croatia,19.0,20.0,183.0,184.0
6860,Nigeria,Ghana,Draw,47.0,48.0,46.0,47.0
6861,Argentina,Brazil,Argentina,4.0,5.0,1.0,2.0
6862,Croatia,Northern Ireland,Croatia,19.0,20.0,28.0,29.0
6863,Denmark,Switzerland,Denmark,11.0,12.0,5.0,6.0
6864,England,Luxembourg,England,12.0,13.0,85.0,86.0
6865,Iceland,Andorra,Iceland,21.0,22.0,130.0,131.0
6866,Russia,Armenia,Russia,69.0,70.0,99.0,100.0
6867,Sweden,Bulgaria,Sweden,23.0,24.0,48.0,49.0
6868,Serbia,FYR Macedonia,Serbia,33.0,34.0,70.0,71.0
6869,Belgium,Morocco,Belgium,2.0,3.0,40.0,41.0
6870,Brazil,Argentina,Brazil,1.0,2.0,4.0,5.0
6871,Germany,Northern Ireland,Germany,0.0,1.0,28.0,29.0
6872,Iceland,Ukraine,Ukraine,21.0,22.0,34.0,35.0
6873,Japan,Iran,Draw,60.0,61.0,36.0,37.0
6874,Poland,England,Draw,7.0,8.0,12.0,13.0
6875,Spain,Cyprus,Spain,9.0,10.0,86.0,87.0
6876,Switzerland,Belarus,Switzerland,5.0,6.0,77.0,78.0
6877,Uruguay,Venezuela,Uruguay,13.0,14.0,32.0,33.0
6878,Saudi Arabia,South Africa,Draw,66.0,67.0,73.0,74.0
6879,Croatia,Serbia,Draw,19.0,20.0,33.0,34.0
6880,France,Iceland,France,6.0,7.0,21.0,22.0
6881,Germany,Turkey,Draw,0.0,1.0,37.0,38.0
6882,Portugal,Hungary,Portugal,3.0,4.0,50.0,51.0
6883,Russia,Ukraine,Draw,69.0,70.0,34.0,35.0
6884,Sweden,Poland,Sweden,23.0,24.0,7.0,8.0
6885,Denmark,Iran,Draw,11.0,12.0,36.0,37.0
6886,England,Belgium,England,12.0,13.0,2.0,3.0
6887,Spain,Israel,Spain,9.0,10.0,92.0,93.0
6888,Panama,Trinidad and Tobago,Draw,54.0,55.0,90.0,91.0
6889,Uruguay,Ecuador,Draw,13.0,14.0,59.0,60.0
6890,Argentina,Colombia,Argentina,4.0,5.0,15.0,16.0
6891,Mexico,Paraguay,Paraguay,14.0,15.0,31.0,32.0
6892,Tunisia,UAE,Tunisia,20.0,21.0,76.0,77.0
6893,Mexico,Colombia,Draw,14.0,15.0,15.0,16.0
6894,Mexico,Ecuador,Draw,14.0,15.0,59.0,60.0
6895,Tunisia,Zambia,Tunisia,20.0,21.0,75.0,76.0
6896,Tunisia,Zambia,Draw,20.0,21.0,75.0,76.0
6897,Egypt,Ghana,Ghana,44.0,45.0,46.0,47.0
6898,France,Croatia,France,6.0,7.0,19.0,20.0
6899,Spain,Brazil,Draw,9.0,10.0,1.0,2.0
6900,Denmark,Israel,Denmark,11.0,12.0,92.0,93.0
6901,England,Scotland,Scotland,12.0,13.0,41.0,42.0
6902,Morocco,United States,Morocco,40.0,41.0,24.0,25.0
6903,Peru,Slovakia,Peru,10.0,11.0,27.0,28.0
6904,Spain,Argentina,Argentina,9.0,10.0,4.0,5.0
6905,Uruguay,Paraguay,Paraguay,13.0,14.0,31.0,32.0
6906,Senegal,Côte d'Ivoire,Senegal,26.0,27.0,67.0,68.0
6907,Costa Rica,Slovakia,Costa Rica,22.0,23.0,27.0,28.0
6908,Peru,Honduras,Draw,10.0,11.0,61.0,62.0
6909,Panama,Cuba,Panama,54.0,55.0,180.0,181.0
6910,Senegal,Gambia,Senegal,26.0,27.0,171.0,172.0
6911,Morocco,Senegal,Draw,40.0,41.0,26.0,27.0
6912,Tunisia,Ghana,Tunisia,20.0,21.0,46.0,47.0
6913,Costa Rica,Honduras,Draw,22.0,23.0,61.0,62.0
6914,Egypt,Togo,Egypt,44.0,45.0,124.0,125.0
6915,Tunisia,Togo,Tunisia,20.0,21.0,124.0,125.0
6916,Mexico,Iran,Mexico,14.0,15.0,36.0,37.0
6917,Senegal,Cameroon,Draw,26.0,27.0,49.0,50.0
6918,Morocco,Trinidad and Tobago,Morocco,40.0,41.0,90.0,91.0
6919,Panama,Guatemala,Panama,54.0,55.0,145.0,146.0
6920,Egypt,Zambia,Egypt,44.0,45.0,75.0,76.0
6921,Nigeria,Tunisia,Nigeria,47.0,48.0,20.0,21.0
6922,Morocco,Congo,Morocco,40.0,41.0,82.0,83.0
6923,Costa Rica,Trinidad and Tobago,Costa Rica,22.0,23.0,90.0,91.0
6924,Spain,Poland,Spain,9.0,10.0,7.0,8.0
6925,Egypt,Senegal,Egypt,44.0,45.0,26.0,27.0
6926,Nigeria,Congo,Draw,47.0,48.0,82.0,83.0
6927,Tunisia,Morocco,Draw,20.0,21.0,40.0,41.0
6928,Iceland,Norway,Draw,21.0,22.0,52.0,53.0
6929,Egypt,Burkina Faso,Egypt,44.0,45.0,51.0,52.0
6930,Costa Rica,Chile,Costa Rica,22.0,23.0,8.0,9.0
6931,Nigeria,Morocco,Nigeria,47.0,48.0,40.0,41.0
6932,Tunisia,Congo,Tunisia,20.0,21.0,82.0,83.0
6933,Japan,Mexico,Mexico,60.0,61.0,14.0,15.0
6934,Egypt,Tunisia,Tunisia,44.0,45.0,20.0,21.0
6935,Nigeria,Senegal,Nigeria,47.0,48.0,26.0,27.0
6936,Mexico,Czech Republic,Czech Republic,14.0,15.0,45.0,46.0
6937,Nigeria,South Africa,Nigeria,47.0,48.0,73.0,74.0
6938,Australia,Slovakia,Draw,35.0,36.0,27.0,28.0
6939,Colombia,Jamaica,Colombia,15.0,16.0,53.0,54.0
6940,Costa Rica,Canada,Draw,22.0,23.0,79.0,80.0
6941,Mexico,Trinidad and Tobago,Mexico,14.0,15.0,90.0,91.0
6942,Nigeria,Cameroon,Draw,47.0,48.0,49.0,50.0
6943,Australia,Bulgaria,Draw,35.0,36.0,48.0,49.0
6944,Japan,Brunei,Japan,60.0,61.0,195.0,196.0
6945,Panama,El Salvador,Panama,54.0,55.0,71.0,72.0
6946,Korea Republic,Costa Rica,Draw,56.0,57.0,22.0,23.0
6947,Mexico,Guatemala,Draw,14.0,15.0,145.0,146.0
6948,Costa Rica,Trinidad and Tobago,Trinidad and Tobago,22.0,23.0,90.0,91.0
6949,Mexico,Canada,Canada,14.0,15.0,79.0,80.0
6950,Belgium,Portugal,Draw,2.0,3.0,3.0,4.0
6951,Colombia,Peru,Colombia,15.0,16.0,10.0,11.0
6952,Croatia,Spain,Draw,19.0,20.0,9.0,10.0
6953,England,Argentina,Draw,12.0,13.0,4.0,5.0
6954,France,Poland,France,6.0,7.0,7.0,8.0
6955,Japan,China PR,Draw,60.0,61.0,74.0,75.0
6956,Colombia,Brazil,Draw,15.0,16.0,1.0,2.0
6957,Serbia,China PR,Serbia,33.0,34.0,74.0,75.0
6958,Argentina,Chile,Argentina,4.0,5.0,8.0,9.0
6959,Belgium,Netherlands,Draw,2.0,3.0,16.0,17.0
6960,Croatia,Germany,Draw,19.0,20.0,0.0,1.0
6961,Peru,Paraguay,Peru,10.0,11.0,31.0,32.0
6962,Portugal,Denmark,Portugal,3.0,4.0,11.0,12.0
6963,Spain,Italy,Spain,9.0,10.0,18.0,19.0
6964,Switzerland,Norway,Draw,5.0,6.0,52.0,53.0
6965,Uruguay,Bolivia,Uruguay,13.0,14.0,58.0,59.0
6966,Panama,Honduras,Panama,54.0,55.0,61.0,62.0
6967,Korea Republic,Laos,Korea Republic,56.0,57.0,178.0,179.0
6968,Korea Republic,Mongolia,Korea Republic,56.0,57.0,185.0,186.0
6969,Korea Republic,Myanmar,Korea Republic,56.0,57.0,137.0,138.0
6970,Egypt,Mauritius,Egypt,44.0,45.0,154.0,155.0
6971,Morocco,Gambia,Morocco,40.0,41.0,171.0,172.0
6972,Nigeria,Eritrea,Nigeria,47.0,48.0,208.0,209.0
6973,Tunisia,Mauritania,Tunisia,20.0,21.0,106.0,107.0
6974,Egypt,Mauritius,Egypt,44.0,45.0,154.0,155.0
6975,Senegal,Benin,Senegal,26.0,27.0,87.0,88.0
6976,Brazil,Ecuador,Brazil,1.0,2.0,59.0,60.0
6977,Denmark,Sweden,Sweden,11.0,12.0,23.0,24.0
6978,France,Slovenia,France,6.0,7.0,55.0,56.0
6979,Germany,Switzerland,Draw,0.0,1.0,5.0,6.0
6980,Korea Republic,Japan,Korea Republic,56.0,57.0,60.0,61.0
6981,Poland,Finland,Draw,7.0,8.0,62.0,63.0
6982,Russia,United States,Russia,69.0,70.0,24.0,25.0
6983,Senegal,Mali,Draw,26.0,27.0,63.0,64.0
6984,Panama,Nicaragua,Panama,54.0,55.0,131.0,132.0
6985,England,Brazil,Draw,12.0,13.0,1.0,2.0
6986,Croatia,France,France,19.0,20.0,6.0,7.0
6987,Korea Republic,Serbia,Draw,56.0,57.0,33.0,34.0
6988,Korea Republic,Serbia,Draw,56.0,57.0,33.0,34.0
6989,England,Ukraine,England,12.0,13.0,34.0,35.0
6990,Russia,Slovakia,Draw,69.0,70.0,27.0,28.0
6991,Portugal,Wales,Portugal,3.0,4.0,17.0,18.0
6992,Denmark,Belgium,Draw,11.0,12.0,2.0,3.0
6993,Germany,Czech Republic,Germany,0.0,1.0,45.0,46.0
6994,Sweden,Spain,Draw,23.0,24.0,9.0,10.0
6995,Uruguay,Chile,Uruguay,13.0,14.0,8.0,9.0
6996,Argentina,Bolivia,Argentina,4.0,5.0,58.0,59.0
6997,Colombia,Venezuela,Colombia,15.0,16.0,32.0,33.0
6998,France,Japan,Draw,6.0,7.0,60.0,61.0
6999,Mexico,Northern Ireland,Draw,14.0,15.0,28.0,29.0
7000,Morocco,Jamaica,Morocco,40.0,41.0,53.0,54.0
7001,Nigeria,Malawi,Nigeria,47.0,48.0,122.0,123.0
7002,Peru,Brazil,Brazil,10.0,11.0,1.0,2.0
7003,Senegal,Zambia,Draw,26.0,27.0,75.0,76.0
7004,Morocco,France,France,40.0,41.0,6.0,7.0
7005,Nigeria,Malawi,Nigeria,47.0,48.0,122.0,123.0
7006,Senegal,Zambia,Draw,26.0,27.0,75.0,76.0
7007,Germany,Liechtenstein,Germany,0.0,1.0,179.0,180.0
7008,Korea Republic,FYR Macedonia,Korea Republic,56.0,57.0,70.0,71.0
7009,Mexico,South Africa,Mexico,14.0,15.0,73.0,74.0
7010,Australia,Paraguay,Draw,35.0,36.0,31.0,32.0
7011,Egypt,Korea Republic,Korea Republic,44.0,45.0,56.0,57.0
7012,Belgium,Sweden,Belgium,2.0,3.0,23.0,24.0
7013,France,Denmark,France,6.0,7.0,11.0,12.0
7014,Japan,Slovakia,Draw,60.0,61.0,27.0,28.0
7015,Tunisia,Senegal,Tunisia,20.0,21.0,26.0,27.0
7016,Australia,Paraguay,Draw,35.0,36.0,31.0,32.0
7017,Germany,Romania,Draw,0.0,1.0,29.0,30.0
7018,Portugal,England,Portugal,3.0,4.0,12.0,13.0
7019,Serbia,Slovenia,Draw,33.0,34.0,55.0,56.0
7020,Spain,Norway,Norway,9.0,10.0,52.0,53.0
7021,Belgium,Italy,Italy,2.0,3.0,18.0,19.0
7022,Australia,Paraguay,Australia,35.0,36.0,31.0,32.0
7023,Sweden,Turkey,Draw,23.0,24.0,37.0,38.0
7024,Egypt,Ghana,Egypt,44.0,45.0,46.0,47.0
7025,England,Germany,England,12.0,13.0,0.0,1.0
7026,Nigeria,Sierra Leone,Nigeria,47.0,48.0,110.0,111.0
7027,Japan,Bolivia,Japan,60.0,61.0,58.0,59.0
7028,Australia,Cook Islands,Australia,35.0,36.0,192.0,193.0
7029,Belgium,Turkey,Turkey,2.0,3.0,37.0,38.0
7030,England,Romania,Romania,12.0,13.0,29.0,30.0
7031,Portugal,Germany,Portugal,3.0,4.0,0.0,1.0
7032,Denmark,Czech Republic,Czech Republic,11.0,12.0,45.0,46.0
7033,Serbia,Spain,Spain,33.0,34.0,9.0,10.0
7034,Australia,Vanuatu,Australia,35.0,36.0,161.0,162.0
7035,Spain,France,France,9.0,10.0,6.0,7.0
7036,Australia,New Zealand,Australia,35.0,36.0,119.0,120.0
7037,Brazil,Uruguay,Draw,1.0,2.0,13.0,14.0
7038,France,Portugal,France,6.0,7.0,3.0,4.0
7039,Tunisia,Algeria,Draw,20.0,21.0,65.0,66.0
7040,Colombia,Argentina,Argentina,15.0,16.0,4.0,5.0
7041,Costa Rica,Panama,Costa Rica,22.0,23.0,54.0,55.0
7042,France,Italy,France,6.0,7.0,18.0,19.0
7043,Mexico,Venezuela,Mexico,14.0,15.0,32.0,33.0
7044,Tunisia,Madagascar,Tunisia,20.0,21.0,105.0,106.0
7045,Morocco,Algeria,Morocco,40.0,41.0,65.0,66.0
7046,Senegal,Egypt,Draw,26.0,27.0,44.0,45.0
7047,Panama,Mexico,Mexico,54.0,55.0,14.0,15.0
7048,Uruguay,Venezuela,Uruguay,13.0,14.0,32.0,33.0
7049,Argentina,Ecuador,Argentina,4.0,5.0,59.0,60.0
7050,Peru,Colombia,Colombia,10.0,11.0,15.0,16.0
7051,Costa Rica,United States,Costa Rica,22.0,23.0,24.0,25.0
7052,Panama,Canada,Draw,54.0,55.0,79.0,80.0
7053,Brazil,Argentina,Brazil,1.0,2.0,4.0,5.0
7054,Uruguay,Peru,Draw,13.0,14.0,10.0,11.0
7055,Iceland,Malta,Iceland,21.0,22.0,183.0,184.0
7056,Costa Rica,Venezuela,Venezuela,22.0,23.0,32.0,33.0
7057,Panama,Ecuador,Draw,54.0,55.0,59.0,60.0
7058,Colombia,Uruguay,Colombia,15.0,16.0,13.0,14.0
7059,Costa Rica,Guatemala,Costa Rica,22.0,23.0,145.0,146.0
7060,Mexico,Canada,Mexico,14.0,15.0,79.0,80.0
7061,Argentina,Paraguay,Draw,4.0,5.0,31.0,32.0
7062,Germany,Spain,Germany,0.0,1.0,9.0,10.0
7063,Iceland,Sweden,Iceland,21.0,22.0,23.0,24.0
7064,Japan,UAE,Japan,60.0,61.0,76.0,77.0
7065,Peru,Venezuela,Peru,10.0,11.0,32.0,33.0
7066,Portugal,Lithuania,Portugal,3.0,4.0,125.0,126.0
7067,Russia,Israel,Russia,69.0,70.0,92.0,93.0
7068,Switzerland,Greece,Draw,5.0,6.0,43.0,44.0
7069,Egypt,Kenya,Egypt,44.0,45.0,111.0,112.0
7070,Belgium,Croatia,Draw,2.0,3.0,19.0,20.0
7071,Egypt,Côte d'Ivoire,Egypt,44.0,45.0,67.0,68.0
7072,France,England,Draw,6.0,7.0,12.0,13.0
7073,Germany,Greece,Germany,0.0,1.0,43.0,44.0
7074,Iceland,Denmark,Denmark,21.0,22.0,11.0,12.0
7075,Nigeria,Namibia,Nigeria,47.0,48.0,115.0,116.0
7076,Switzerland,Russia,Russia,5.0,6.0,69.0,70.0
7077,Brazil,Bolivia,Brazil,1.0,2.0,58.0,59.0
7078,Costa Rica,Barbados,Costa Rica,22.0,23.0,159.0,160.0
7079,Mexico,Panama,Mexico,14.0,15.0,54.0,55.0
7080,Peru,Argentina,Argentina,10.0,11.0,4.0,5.0
7081,Uruguay,Ecuador,Uruguay,13.0,14.0,59.0,60.0
7082,Mexico,Ecuador,Mexico,14.0,15.0,59.0,60.0
7083,Saudi Arabia,Syria,Saudi Arabia,66.0,67.0,72.0,73.0
7084,Senegal,Togo,Draw,26.0,27.0,124.0,125.0
7085,Saudi Arabia,Syria,Saudi Arabia,66.0,67.0,72.0,73.0
7086,Mexico,Bolivia,Mexico,14.0,15.0,58.0,59.0
7087,Saudi Arabia,UAE,Saudi Arabia,66.0,67.0,76.0,77.0
7088,Australia,Kuwait,Australia,35.0,36.0,158.0,159.0
7089,France,Cameroon,Draw,6.0,7.0,49.0,50.0
7090,Australia,Korea Republic,Korea Republic,35.0,36.0,56.0,57.0
7091,Colombia,Paraguay,Paraguay,15.0,16.0,31.0,32.0
7092,England,Germany,Germany,12.0,13.0,0.0,1.0
7093,Poland,Belarus,Poland,7.0,8.0,77.0,78.0
7094,Portugal,Northern Ireland,Draw,3.0,4.0,28.0,29.0
7095,Saudi Arabia,Kazakhstan,Saudi Arabia,66.0,67.0,116.0,117.0
7096,Spain,Israel,Spain,9.0,10.0,92.0,93.0
7097,Sweden,Turkey,Draw,23.0,24.0,37.0,38.0
7098,Switzerland,Faroe Islands,Switzerland,5.0,6.0,89.0,90.0
7099,Tunisia,Gabon,Tunisia,20.0,21.0,84.0,85.0
7100,Argentina,Uruguay,Argentina,4.0,5.0,13.0,14.0
7101,Mexico,Trinidad and Tobago,Mexico,14.0,15.0,90.0,91.0
7102,Morocco,Kenya,Morocco,40.0,41.0,111.0,112.0
7103,Croatia,Scotland,Draw,19.0,20.0,41.0,42.0
7104,Denmark,Bulgaria,Draw,11.0,12.0,48.0,49.0
7105,Iceland,Northern Ireland,Iceland,21.0,22.0,28.0,29.0
7106,Poland,Wales,Draw,7.0,8.0,17.0,18.0
7107,Russia,Luxembourg,Russia,69.0,70.0,85.0,86.0
7108,Korea Republic,China PR,Draw,56.0,57.0,74.0,75.0
7109,Saudi Arabia,Japan,Japan,66.0,67.0,60.0,61.0
7110,Korea Republic,Kuwait,Kuwait,56.0,57.0,158.0,159.0
7111,Japan,Uzbekistan,Japan,60.0,61.0,94.0,95.0
7112,Saudi Arabia,Qatar,Draw,66.0,67.0,97.0,98.0
7113,Korea Republic,Indonesia,Korea Republic,56.0,57.0,163.0,164.0
7114,Japan,Qatar,Draw,60.0,61.0,97.0,98.0
7115,Saudi Arabia,Uzbekistan,Saudi Arabia,66.0,67.0,94.0,95.0
7116,Japan,Iraq,Japan,60.0,61.0,88.0,89.0
7117,Korea Republic,Saudi Arabia,Saudi Arabia,56.0,57.0,66.0,67.0
7118,Japan,Saudi Arabia,Japan,60.0,61.0,66.0,67.0
7119,Brazil,Colombia,Brazil,1.0,2.0,15.0,16.0
7120,Denmark,Germany,Denmark,11.0,12.0,0.0,1.0
7121,Poland,Iceland,Poland,7.0,8.0,21.0,22.0
7122,Portugal,Israel,Portugal,3.0,4.0,92.0,93.0
7123,Spain,Netherlands,Netherlands,9.0,10.0,16.0,17.0
7124,Tunisia,Switzerland,Draw,20.0,21.0,5.0,6.0
7125,Morocco,Libya,Draw,40.0,41.0,100.0,101.0
7126,Japan,Korea Republic,Draw,60.0,61.0,56.0,57.0
7127,Mexico,Argentina,Argentina,14.0,15.0,4.0,5.0
7128,Costa Rica,Guatemala,Costa Rica,22.0,23.0,145.0,146.0
7129,Egypt,UAE,Egypt,44.0,45.0,76.0,77.0
7130,Egypt,Zambia,Egypt,44.0,45.0,75.0,76.0
7131,Nigeria,Zambia,Nigeria,47.0,48.0,75.0,76.0
7132,Tunisia,Morocco,Morocco,20.0,21.0,40.0,41.0
7133,Egypt,Libya,Egypt,44.0,45.0,100.0,101.0
7134,Serbia,Bosnia-Herzegovina,Draw,33.0,34.0,39.0,40.0
7135,Serbia,Romania,Serbia,33.0,34.0,29.0,30.0
7136,Egypt,Korea DPR,Egypt,44.0,45.0,107.0,108.0
7137,Serbia,Japan,Serbia,33.0,34.0,60.0,61.0
7138,Korea Republic,Norway,Norway,56.0,57.0,52.0,53.0
7139,Mexico,Bulgaria,Bulgaria,14.0,15.0,48.0,49.0
7140,Korea Republic,Paraguay,Draw,56.0,57.0,31.0,32.0
7141,Nigeria,Sudan,Nigeria,47.0,48.0,127.0,128.0
7142,Egypt,Morocco,Draw,44.0,45.0,40.0,41.0
7143,Saudi Arabia,Syria,Saudi Arabia,66.0,67.0,72.0,73.0
7144,Mexico,Colombia,Colombia,14.0,15.0,15.0,16.0
7145,Sweden,Faroe Islands,Draw,23.0,24.0,89.0,90.0
7146,Sweden,Finland,Finland,23.0,24.0,62.0,63.0
7147,Saudi Arabia,Uganda,Saudi Arabia,66.0,67.0,81.0,82.0
7148,Senegal,Mali,Senegal,26.0,27.0,63.0,64.0
7149,Morocco,Korea Republic,Draw,40.0,41.0,56.0,57.0
7150,Saudi Arabia,Mongolia,Saudi Arabia,66.0,67.0,185.0,186.0
7151,Saudi Arabia,Bangladesh,Saudi Arabia,66.0,67.0,193.0,194.0
7152,Saudi Arabia,Vietnam,Saudi Arabia,66.0,67.0,101.0,102.0
7153,Sweden,Qatar,Draw,23.0,24.0,97.0,98.0
7154,Saudi Arabia,Mongolia,Saudi Arabia,66.0,67.0,185.0,186.0
7155,Saudi Arabia,Bangladesh,Saudi Arabia,66.0,67.0,193.0,194.0
7156,Saudi Arabia,Vietnam,Saudi Arabia,66.0,67.0,101.0,102.0
7157,Panama,Guatemala,Draw,54.0,55.0,145.0,146.0
7158,Morocco,Senegal,Draw,40.0,41.0,26.0,27.0
7159,Tunisia,Congo DR,Tunisia,20.0,21.0,38.0,39.0
7160,France,Germany,France,6.0,7.0,0.0,1.0
7161,Belgium,San Marino,Belgium,2.0,3.0,202.0,203.0
7162,Colombia,Australia,Colombia,15.0,16.0,35.0,36.0
7163,Costa Rica,Honduras,Draw,22.0,23.0,61.0,62.0
7164,Croatia,Austria,Croatia,19.0,20.0,25.0,26.0
7165,England,Spain,England,12.0,13.0,9.0,10.0
7166,Portugal,Andorra,Portugal,3.0,4.0,130.0,131.0
7167,Switzerland,Poland,Poland,5.0,6.0,7.0,8.0
7168,Mexico,Brazil,Draw,14.0,15.0,1.0,2.0
7169,Senegal,Namibia,Senegal,26.0,27.0,115.0,116.0
7170,Egypt,Algeria,Egypt,44.0,45.0,65.0,66.0
7171,Panama,El Salvador,Panama,54.0,55.0,71.0,72.0
7172,Egypt,Estonia,Draw,44.0,45.0,93.0,94.0
7173,Croatia,Latvia,Croatia,19.0,20.0,128.0,129.0
7174,England,Finland,England,12.0,13.0,62.0,63.0
7175,France,Japan,France,6.0,7.0,60.0,61.0
7176,Germany,Albania,Germany,0.0,1.0,57.0,58.0
7177,Morocco,Tunisia,Morocco,40.0,41.0,20.0,21.0
7178,Russia,Slovenia,Draw,69.0,70.0,55.0,56.0
7179,Senegal,Uganda,Senegal,26.0,27.0,81.0,82.0
7180,Serbia,Switzerland,Draw,33.0,34.0,5.0,6.0
7181,Spain,Liechtenstein,Spain,9.0,10.0,179.0,180.0
7182,Sweden,FYR Macedonia,Sweden,23.0,24.0,70.0,71.0
7183,Mexico,Jamaica,Mexico,14.0,15.0,53.0,54.0
7184,Colombia,Bolivia,Colombia,15.0,16.0,58.0,59.0
7185,Peru,Chile,Peru,10.0,11.0,8.0,9.0
7186,Argentina,Venezuela,Argentina,4.0,5.0,32.0,33.0
7187,Costa Rica,Trinidad and Tobago,Costa Rica,22.0,23.0,90.0,91.0
7188,Poland,Armenia,Poland,7.0,8.0,99.0,100.0
7189,Portugal,Netherlands,Draw,3.0,4.0,16.0,17.0
7190,Russia,Faroe Islands,Russia,69.0,70.0,89.0,90.0
7191,Spain,France,Spain,9.0,10.0,6.0,7.0
7192,Switzerland,Luxembourg,Switzerland,5.0,6.0,85.0,86.0
7193,Uruguay,Paraguay,Paraguay,13.0,14.0,31.0,32.0
7194,Australia,Tonga,Australia,35.0,36.0,210.0,211.0
7195,Australia,American Samoa,Australia,35.0,36.0,191.0,192.0
7196,Mexico,Chile,Mexico,14.0,15.0,8.0,9.0
7197,Australia,Fiji,Australia,35.0,36.0,164.0,165.0
7198,Australia,Samoa,Australia,35.0,36.0,197.0,198.0
7199,Morocco,Namibia,Morocco,40.0,41.0,115.0,116.0
7200,Senegal,Algeria,Senegal,26.0,27.0,65.0,66.0
7201,Egypt,Canada,Egypt,44.0,45.0,79.0,80.0
7202,Panama,Haiti,Panama,54.0,55.0,103.0,104.0
7203,Brazil,Peru,Draw,1.0,2.0,10.0,11.0
7204,Croatia,Greece,Draw,19.0,20.0,43.0,44.0
7205,Denmark,Slovenia,Denmark,11.0,12.0,55.0,56.0
7206,France,Portugal,France,6.0,7.0,3.0,4.0
7207,Poland,Scotland,Draw,7.0,8.0,41.0,42.0
7208,Serbia,Russia,Russia,33.0,34.0,69.0,70.0
7209,Spain,Japan,Spain,9.0,10.0,60.0,61.0
7210,Switzerland,Sweden,Sweden,5.0,6.0,23.0,24.0
7211,Egypt,Korea Republic,Korea Republic,44.0,45.0,56.0,57.0
7212,Nigeria,Liberia,Nigeria,47.0,48.0,157.0,158.0
7213,Egypt,Senegal,Egypt,44.0,45.0,26.0,27.0
